code,exchange,name,short_name,manager,scale,listing_date,index_name,market_category,subcategory,included_in_site,site_type,add_priority,eastmoney_name
160125,SZSE,南方香港优选股票,南方香港LOF,南方基金管理股份有限公司,"1,637.65",,,QDII-港股,港股宽基/主题,yes,港股,already_in_site,南方香港优选股票
160322,SZSE,华夏港股通精选股票发起式(LOF)A,港股精选LOF,华夏基金管理有限公司,"1,518.38",,,QDII-港股,港股宽基/主题,yes,港股,already_in_site,华夏港股通精选股票发起式(LOF)A
161831,SZSE,银华恒生中国企业指数,恒生国企LOF,银华基金管理股份有限公司,"11,762.78",,HSCEI,QDII-港股,港股宽基/主题,yes,港股,already_in_site,银华恒生中国企业指数
164705,SZSE,汇添富恒生指数(QDII-LOF)A,恒生LOF,汇添富基金管理股份有限公司,"4,291.71",,HSI,QDII-港股,港股宽基/主题,yes,港股,already_in_site,汇添富恒生指数(QDII-LOF)A
501021,SSE,华宝香港中小(QDII-LOF)A,香港中小,华宝基金管理有限公司,0.5207,2016/7/6,-,QDII-港股,港股宽基/主题,yes,港股,already_in_site,华宝香港中小(QDII-LOF)A
501025,SSE,鹏华香港银行指数(LOF)A,香港银行,鹏华基金管理有限公司,4.1957,2016/11/24,-,QDII-港股,港股行业,yes,港股,already_in_site,鹏华香港银行指数(LOF)A
501303,SSE,广发恒生中型股指数(LOF)A,恒生中型,广发基金管理有限公司,0.225,2017/10/25,-,QDII-港股,港股宽基/主题,yes,港股,already_in_site,广发恒生中型股指数(LOF)A
501305,SSE,汇添富港股红利ETF联接A,港股高息,汇添富基金管理股份有限公司,0.1629,2018/1/18,-,QDII-港股,港股红利,yes,港股,already_in_site,汇添富港股红利ETF联接A
501306,SSE,汇添富港股红利ETF联接C,港股高C,汇添富基金管理股份有限公司,0.1328,2018/1/18,-,QDII-港股,港股红利,yes,港股,already_in_site,汇添富港股红利ETF联接C
501311,SSE,嘉实港股通新经济指数A,新经济HK,嘉实基金管理有限公司,0.4385,2019/2/14,-,QDII-港股,港股宽基/主题,yes,港股,already_in_site,嘉实港股通新经济指数A
161126,SZSE,易方达标普医疗保健人民币A,标普医疗保健LOF,易方达基金管理有限公司,"4,926.44",,SP50035,QDII-美股,美股宽基/主题,yes,美股,already_in_site,易方达标普医疗保健人民币A
161129,SZSE,易方达原油A类人民币,原油LOF易方达,易方达基金管理有限公司,"43,929.69",,,商品-原油,原油/油气,yes,原油主题,already_in_site,易方达原油A类人民币
160106,SZSE,南方高增长混合(LOF),南方高增LOF,南方基金管理股份有限公司,"3,428.20",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,南方高增长混合(LOF)
160127,SZSE,南方新兴消费增长股票(LOF)A,南方消费LOF,南方基金管理股份有限公司,"3,426.04",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,南方新兴消费增长股票(LOF)A
160133,SZSE,南方天元新产业股票(LOF),南方天元LOF,南方基金管理股份有限公司,"11,615.81",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,南方天元新产业股票(LOF)
160142,SZSE,南方优势产业(LOF),南方优势产业LOF,南方基金管理股份有限公司,"3,535.25",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,南方优势产业(LOF)
160212,SZSE,国泰估值优势混合(LOF)A,国泰估值LOF,国泰基金管理有限公司,824.39,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,国泰估值优势混合(LOF)A
160215,SZSE,国泰价值经典混合(LOF),国泰价值LOF,国泰基金管理有限公司,191.45,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,国泰价值经典混合(LOF)
160220,SZSE,国泰民益混合(LOF)A,国泰民益LOF,国泰基金管理有限公司,425.99,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,国泰民益混合(LOF)A
160311,SZSE,华夏蓝筹混合(LOF)A,华夏蓝筹LOF,华夏基金管理有限公司,"6,279.43",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,华夏蓝筹混合(LOF)A
160314,SZSE,华夏行业混合(LOF),华夏行业LOF,华夏基金管理有限公司,"6,296.25",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,华夏行业混合(LOF)
160323,SZSE,华夏磐泰混合(LOF)A,华夏磐泰LOF,华夏基金管理有限公司,"6,294.44",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,华夏磐泰混合(LOF)A
160324,SZSE,华夏磐晟混合(LOF),华夏磐晟LOF,华夏基金管理有限公司,870.07,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,华夏磐晟混合(LOF)
160421,SZSE,华安智增精选混合,华安智增LOF,华安基金管理有限公司,"1,178.64",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,华安智增精选混合
160505,SZSE,博时主题行业混合(LOF),博时主题LOF,博时基金管理有限公司,"16,451.42",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,博时主题行业混合(LOF)
160512,SZSE,博时卓越品牌混合(LOF)A,博时卓越LOF,博时基金管理有限公司,"1,123.47",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,博时卓越品牌混合(LOF)A
160518,SZSE,博时睿远LOF,博时睿远LOF,博时基金管理有限公司,"1,610.76",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,博时睿远
160526,SZSE,博时优势企业灵活配置混合A,博时优势企业,博时基金管理有限公司,222.36,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,博时优势企业灵活配置混合A
160527,SZSE,博时研究优选混合(LOF)A,博时研究优选LOF,博时基金管理有限公司,492.72,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,博时研究优选混合(LOF)A
160607,SZSE,鹏华价值优势混合(LOF),鹏华价值优势LOF,鹏华基金管理有限公司,"5,716.79",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,鹏华价值优势混合(LOF)
160610,SZSE,鹏华动力增长混合(LOF),鹏华动力LOF,鹏华基金管理有限公司,"2,634.98",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,鹏华动力增长混合(LOF)
160611,SZSE,鹏华优质治理混合(LOF)A,鹏华优质治理LOF,鹏华基金管理有限公司,"5,890.07",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,鹏华优质治理混合(LOF)A
160613,SZSE,鹏华盛世创新混合(LOF)A,鹏华盛世创新LOF,鹏华基金管理有限公司,798.35,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,鹏华盛世创新混合(LOF)A
160641,SZSE,鹏华丰锐LOF,鹏华丰锐LOF,鹏华基金管理有限公司,61.74,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,
160642,SZSE,鹏华增瑞混合(LOF)A,鹏华增瑞LOF,鹏华基金管理有限公司,48.27,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,鹏华增瑞混合(LOF)A
160722,SZSE,嘉实惠泽混合(LOF),嘉实惠泽LOF,嘉实基金管理有限公司,288.6,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,嘉实惠泽混合(LOF)
160726,SZSE,嘉实瑞享定期混合,嘉实瑞享定开,嘉实基金管理有限公司,"4,485.23",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,嘉实瑞享定期混合
160805,SZSE,长盛同智优势混合(LOF),长盛同智LOF,长盛基金管理有限公司,"3,696.49",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,长盛同智优势混合(LOF)
160812,SZSE,长盛同益成长回报(LOF),长盛同益LOF,长盛基金管理有限公司,"4,737.23",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,长盛同益成长回报(LOF)
160813,SZSE,长盛同盛成长优选(LOF),长盛同盛LOF,长盛基金管理有限公司,"8,410.22",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,长盛同盛成长优选(LOF)
160910,SZSE,大成创新成长混合(LOF)A,创新成长LOF,大成基金管理有限公司,"2,253.82",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,大成创新成长混合(LOF)A
160916,SZSE,大成优选混合(LOF)A,优选LOF,大成基金管理有限公司,"6,985.32",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,大成优选混合(LOF)A
160919,SZSE,大成产业升级股票(LOF)A,产业升级LOF,大成基金管理有限公司,"8,528.57",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,大成产业升级股票(LOF)A
160921,SZSE,大成多策略混合(LOF)A,多策略LOF,大成基金管理有限公司,209.77,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,大成多策略混合(LOF)A
161005,SZSE,富国天惠成长混合(LOF)A,富国天惠LOF,富国基金管理有限公司,"40,662.31",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,富国天惠成长混合(LOF)A
161131,SZSE,易方达科润混合(LOF),易方达科润LOF,易方达基金管理有限公司,"5,206.25",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,易方达科润混合(LOF)
161132,SZSE,易方达科顺定开混合,易方达科顺定开,易方达基金管理有限公司,681.94,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,易方达科顺定开混合
161219,SZSE,国投瑞银新兴产业混合(LOF)A,国投新兴产业LOF,国投瑞银基金管理有限公司,70.51,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,国投瑞银新兴产业混合(LOF)A
161222,SZSE,国投瑞银瑞利混合(LOF)A,国投瑞利LOF,国投瑞银基金管理有限公司,807.2,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,国投瑞银瑞利混合(LOF)A
161224,SZSE,国投瑞银新丝路混合(LOF),国投新丝路LOF,国投瑞银基金管理有限公司,550.37,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,国投瑞银新丝路混合(LOF)
161225,SZSE,国投瑞银瑞盈混合(LOF)A,国投瑞盈LOF,国投瑞银基金管理有限公司,737.63,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,国投瑞银瑞盈混合(LOF)A
161229,SZSE,国投瑞银中国价值发现股票,国投中国价值LOF,国投瑞银基金管理有限公司,485.68,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,国投瑞银中国价值发现股票
161232,SZSE,国投瑞银瑞盛混合(LOF)A,国投瑞盛LOF,国投瑞银基金管理有限公司,963.99,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,国投瑞银瑞盛混合(LOF)A
161233,SZSE,国投瑞银瑞泰多策略混合A,国投瑞泰LOF,国投瑞银基金管理有限公司,63.82,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,国投瑞银瑞泰多策略混合A
161610,SZSE,融通领先成长混合(LOF)A,融通领先成长LOF,融通基金管理有限公司,"4,911.18",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,融通领先成长混合(LOF)A
161706,SZSE,招商优质成长混合(LOF),招商成长LOF,招商基金管理有限公司,"1,096.13",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,招商优质成长混合(LOF)
161722,SZSE,招商丰泰混合(LOF),招商丰泰LOF,招商基金管理有限公司,31.87,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,招商丰泰混合(LOF)
161727,SZSE,招商增荣混合(LOF),招商增荣LOF,招商基金管理有限公司,42.5,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,招商增荣混合(LOF)
161728,SZSE,招商瑞智优选混合(LOF),招商优选LOF,招商基金管理有限公司,"2,271.59",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,招商瑞智优选混合(LOF)
161729,SZSE,招商瑞利灵活配置混合(LOF)A,招商瑞利LOF,招商基金管理有限公司,358.57,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,招商瑞利灵活配置混合(LOF)A
161810,SZSE,银华内需精选混合(LOF),银华内需LOF,银华基金管理股份有限公司,"4,250.61",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,银华内需精选混合(LOF)
161834,SZSE,银华鑫锐灵活配置混合(LOF)A,银华鑫锐LOF,银华基金管理股份有限公司,"1,069.76",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,银华鑫锐灵活配置混合(LOF)A
161837,SZSE,银华大盘两年定开混合,银华大盘定开,银华基金管理股份有限公司,979.91,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,银华大盘两年定开混合
161903,SZSE,万家行业优选混合(LOF),万家行业优选LOF,万家基金管理有限公司,"22,766.12",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,万家行业优选混合(LOF)
161912,SZSE,万家社会责任18个月定开A,社会责任定开,万家基金管理有限公司,"5,476.08",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,万家社会责任18个月定开A
162006,SZSE,长城久富混合(LOF)A,长城久富LOF,长城基金管理有限公司,"2,940.22",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,长城久富混合(LOF)A
162207,SZSE,宏利效率优选混合(LOF),宏利效率混合LOF,宏利基金管理有限公司,"1,238.41",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,宏利效率优选混合(LOF)
162414,SZSE,华宝新机遇混合(LOF)A,新机遇LOF,华宝基金管理有限公司,46.46,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,华宝新机遇混合(LOF)A
162605,SZSE,景顺长城鼎益混合(LOF)A,景顺鼎益LOF,景顺长城基金管理有限公司,"30,120.77",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,景顺长城鼎益混合(LOF)A
162607,SZSE,景顺长城资源垄断混合(LOF)A,景顺资源LOF,景顺长城基金管理有限公司,"4,376.80",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,景顺长城资源垄断混合(LOF)A
163302,SZSE,大摩资源优选混合(LOF),大摩资源LOF,摩根士丹利基金管理(中国)有限公司,"1,008.42",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,大摩资源优选混合(LOF)
163402,SZSE,兴全趋势投资混合(LOF),兴全趋势LOF,兴证全球基金管理有限公司,"78,161.96",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,兴全趋势投资混合(LOF)
163406,SZSE,兴全合润混合A,兴全合润LOF,兴证全球基金管理有限公司,"22,846.72",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,兴全合润混合A
163409,SZSE,兴全绿色投资混合(LOF),兴全绿色LOF,兴证全球基金管理有限公司,"3,618.80",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,兴全绿色投资混合(LOF)
163412,SZSE,兴全轻资产混合(LOF),兴全轻资产LOF,兴证全球基金管理有限公司,"2,708.20",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,兴全轻资产混合(LOF)
163415,SZSE,兴全商业模式混合(LOF)A,兴全商业模式LOF,兴证全球基金管理有限公司,"7,104.08",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,兴全商业模式混合(LOF)A
163417,SZSE,兴全合宜混合(LOF)A,兴全合宜LOF,兴证全球基金管理有限公司,"119,005.54",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,兴全合宜混合(LOF)A
163418,SZSE,兴全合兴混合A,兴全合兴LOF,兴证全球基金管理有限公司,"22,920.05",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,兴全合兴混合A
163503,SZSE,天治核心成长混合(LOF),天治核心LOF,天治基金管理有限公司,"6,618.52",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,天治核心成长混合(LOF)
163801,SZSE,中银中国混合(LOF)A,中银中国LOF,中银基金管理有限公司,"2,434.04",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,中银中国混合(LOF)A
164403,SZSE,前海开源沪港深农业混合A,农业精选LOF,前海开源基金管理有限公司,"2,030.29",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,前海开源沪港深农业混合A
165313,SZSE,建信优势动力混合(LOF),建信优势LOF,建信基金管理有限责任公司,"2,720.25",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,建信优势动力混合(LOF)
165508,SZSE,中信保诚深度价值混合(LOF),中信保诚深度LOF,中信保诚基金管理有限公司,18.26,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,中信保诚深度价值混合(LOF)
165512,SZSE,中信保诚新机遇混合(LOF),中信保诚机遇LOF,中信保诚基金管理有限公司,28.66,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,中信保诚新机遇混合(LOF)
165516,SZSE,中信保诚周期轮动混合(LOF)A,中信保诚周期LOF,中信保诚基金管理有限公司,422.91,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,中信保诚周期轮动混合(LOF)A
165528,SZSE,中信保诚鼎利混合(LOF)A,中信保诚鼎利LOF,中信保诚基金管理有限公司,380.06,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,中信保诚鼎利混合(LOF)A
166001,SZSE,中欧新趋势混合A,中欧趋势LOF,中欧基金管理有限公司,"3,844.79",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,中欧新趋势混合A
166006,SZSE,中欧行业成长混合(LOF)A,中欧成长LOF,中欧基金管理有限公司,"1,126.65",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,中欧行业成长混合(LOF)A
166009,SZSE,中欧新动力混合(LOF)A,中欧动力LOF,中欧基金管理有限公司,87.3,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,中欧新动力混合(LOF)A
166011,SZSE,中欧盛世成长混合(LOF)A,中欧盛世LOF,中欧基金管理有限公司,625.18,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,中欧盛世成长混合(LOF)A
166023,SZSE,中欧瑞丰灵活配置混合(LOF)A,中欧瑞丰LOF,中欧基金管理有限公司,958.49,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,中欧瑞丰灵活配置混合(LOF)A
166024,SZSE,中欧恒利三年定期开放混合,中欧恒利定开,中欧基金管理有限公司,"8,594.74",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,中欧恒利三年定期开放混合
166025,SZSE,中欧远见两年定开混合A,中欧远见定开,中欧基金管理有限公司,"6,213.09",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,中欧远见两年定开混合A
167001,SZSE,平安鼎泰混合(LOF),鼎泰LOF,平安基金管理有限公司,"1,067.30",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,平安鼎泰混合(LOF)
167002,SZSE,平安鼎越混合(LOF),鼎越LOF,平安基金管理有限公司,724.42,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,平安鼎越混合(LOF)
167003,SZSE,平安鼎弘混合(LOF)A,鼎弘LOF,平安基金管理有限公司,37.25,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,平安鼎弘混合(LOF)A
167508,SZSE,安信价值发现两年定开混合(LOF),安信价值发现定开,安信基金管理有限责任公司,"2,166.60",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,安信价值发现两年定开混合(LOF)
168101,SZSE,九泰锐智事件驱动混合(LOF),九泰锐智LOF,九泰基金管理有限公司,606.28,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,九泰锐智事件驱动混合(LOF)
168102,SZSE,九泰锐富LOF,九泰锐富LOF,九泰基金管理有限公司,824.57,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,九泰锐富事件驱动混合发起式(L
168103,SZSE,九泰锐益混合(LOF)A,九泰锐益LOF,九泰基金管理有限公司,"4,845.26",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,九泰锐益混合(LOF)A
168104,SZSE,九泰锐丰灵活配置混合(LOF)A,九泰锐丰LOF,九泰基金管理有限公司,85.58,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,九泰锐丰灵活配置混合(LOF)A
168105,SZSE,九泰泰富灵活配置混合(LOF)A,九泰泰富LOF,九泰基金管理有限公司,560.29,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,九泰泰富灵活配置混合(LOF)A
168301,SZSE,东海祥龙(LOF)A,东海祥龙LOF,东海基金管理有限责任公司,355.98,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,东海祥龙(LOF)A
168401,SZSE,红土转型精选混合(LOF),红土创新精选LOF,红土创新基金管理有限公司,681.25,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,红土转型精选混合(LOF)
169101,SZSE,东方红睿丰LOF,东方红睿丰LOF,上海东方证券资产管理有限公司,"2,706.51",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,东方红睿丰混合
169104,SZSE,东方红睿满沪港深混合(LOF)A,东方红睿满LOF,上海东方证券资产管理有限公司,"1,243.64",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,东方红睿满沪港深混合(LOF)A
169105,SZSE,东方红睿华沪港深混合(LOF)A,东方红睿华LOF,上海东方证券资产管理有限公司,"3,487.67",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,东方红睿华沪港深混合(LOF)A
169106,SZSE,东方红创新优选定开混合,东方红创优定开,上海东方证券资产管理有限公司,"5,476.45",,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,东方红创新优选定开混合
169201,SZSE,浙商鼎盈事件驱动混合,浙商鼎盈LOF,浙江浙商证券资产管理有限公司,114.84,,,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,浙商鼎盈事件驱动混合
501001,SSE,财通多策略精选混合(LOF),财通精选,财通基金管理有限公司,0.0601,2015/9/25,-,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,财通多策略精选混合(LOF)
501006,SSE,精准医C,精准医C,汇添富基金管理股份有限公司,0.0031,2016/3/21,-,A股-主动,境内主动权益/混合,no,,3_a_share,
501015,SSE,财通多策略升级混合(LOF)A,财通升级,财通基金管理有限公司,0.4876,2016/6/6,-,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,财通多策略升级混合(LOF)A
501017,SSE,国泰融丰外延增长混合(LOF)A,国泰融丰,国泰基金管理有限公司,0.0502,2016/8/26,-,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,国泰融丰外延增长混合(LOF)A
501022,SSE,银华鑫盛灵活配置混合(LOF)A,银华鑫盛,银华基金管理股份有限公司,0.117,2016/11/10,-,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,银华鑫盛灵活配置混合(LOF)A
501023,SSE,港中小企LOF,港中小企,鹏华基金管理有限公司,0.0216,2016/10/24,-,A股-主动,境内主动权益/混合,no,,3_a_share,
501026,SSE,财通多策略福享混合(LOF),财通福享,财通基金管理有限公司,0.1404,2016/12/15,-,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,财通多策略福享混合(LOF)
501028,SSE,财通多策略福瑞混合发起式(LOF)A,财通福瑞,财通基金管理有限公司,0.0354,2017/2/20,-,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,财通多策略福瑞混合发起式(LOF)A
501032,SSE,财通福盛混合发起(LOF)A,财通福盛,财通基金管理有限公司,0.0095,2017/4/21,-,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,财通福盛混合发起(LOF)A
501038,SSE,银华明择多策略定期开放混合,银华明择,银华基金管理股份有限公司,0.1804,2017/11/24,-,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,银华明择多策略定期开放混合
501046,SSE,财通多策略福鑫定开混合,财通福鑫,财通基金管理有限公司,1.1871,2017/12/1,-,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,财通多策略福鑫定开混合
501051,SSE,圆信永丰汇利混合(LOF),圆信汇利,圆信永丰基金管理有限公司,0.1363,2018/1/31,-,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,圆信永丰汇利混合(LOF)
501053,SSE,东方红目标优选定开混合,东证目优,上海东方证券资产管理有限公司,0.0442,2018/8/24,-,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,东方红目标优选定开混合
501057,SSE,新能源车LOF,新能源车,汇添富基金管理股份有限公司,1.0517,2018/6/20,-,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,汇添富中证新能源汽车产业指数(
501058,SSE,新能源车LOFC,新能车C,汇添富基金管理股份有限公司,0.2501,2018/6/20,-,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,汇添富中证新能源汽车产业指数(
501062,SSE,南方瑞合定开混合(LOF),南方瑞合,南方基金管理股份有限公司,1.8209,2018/12/5,-,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,南方瑞合定开混合(LOF)
501064,SSE,国泰价值优选灵活配置混合(LOF)A,国泰价值,国泰基金管理有限公司,0.0594,2019/5/16,-,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,国泰价值优选灵活配置混合(LOF)A
501065,SSE,汇添富经典成长定开混合,经典成长,汇添富基金管理股份有限公司,0.1652,2019/5/8,-,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,汇添富经典成长定开混合
501070,SSE,广发睿阳三年定开混合,广发睿阳,广发基金管理有限公司,0.2044,2019/7/31,-,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,广发睿阳三年定开混合
501071,SSE,泓德丰泽混合(LOF)A,泓德丰泽,泓德基金管理有限公司,0.1193,2019/9/19,-,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,泓德丰泽混合(LOF)A
501073,SSE,华安智联混合(LOF)A,华安智联,华安基金管理有限公司,0.3476,2019/12/20,-,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,华安智联混合(LOF)A
501075,SSE,万家科创主题灵活配置混合(LOF)A,科创主题,万家基金管理有限公司,0.525,2019/9/12,-,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,万家科创主题灵活配置混合(LOF)A
501076,SSE,鹏华创新动力混合(LOF),创新动力,鹏华基金管理有限公司,0.3712,2019/12/9,-,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,鹏华创新动力混合(LOF)
501077,SSE,富国创新企业灵活配置混合(LOF)A,创新企业,富国基金管理有限公司,1.019,2019/10/28,-,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,富国创新企业灵活配置混合(LOF)A
501078,SSE,广发科创主题灵活配置混合(LOF),科创配置,广发基金管理有限公司,1.4581,2019/11/18,-,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,广发科创主题灵活配置混合(LOF)
501079,SSE,大成科创主题混合(LOF)A,科创大成,大成基金管理有限公司,1.1722,2020/1/20,-,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,大成科创主题混合(LOF)A
501080,SSE,中金科创主题灵活配置混合(LOF),科创中金,中金基金管理有限公司,0.3109,2019/12/25,-,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,中金科创主题灵活配置混合(LOF)
501081,SSE,中欧科创主题混合(LOF)A,科创中欧,中欧基金管理有限公司,0.7696,2019/9/6,-,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,中欧科创主题混合(LOF)A
501082,SSE,博时科创主题灵活配置混合(LOF)A,科创投资,博时基金管理有限公司,1.0737,2019/12/26,-,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,博时科创主题灵活配置混合(LOF)A
501083,SSE,银华科创主题灵活配置混合(LOF),科创银华,银华基金管理股份有限公司,0.5194,2020/1/7,-,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,银华科创主题灵活配置混合(LOF)
501085,SSE,财通科创主题灵活配置混合(LOF),科创财通,财通基金管理有限公司,0.7793,2020/2/7,-,A股-主动,境内主动权益/混合,yes,A股主动,already_in_site,财通科创主题灵活配置混合(LOF)
